ID_agence,nom_agence,Addresse,Telephone
f9271f48-54ac-4b02-8d2a-d2d0cafa4f43,ZAOUIA,"NASSIM - Bd, El Alaouiyines, 33 lot Nassim III El Jadida",+212586413773
43a62433-96ad-43de-8f50-8844d917fb69,OUMI RABII,ESSALAM - N° 77 quartier Essalam 24000,+212576665972
3f3dd5af-1729-4ede-b669-951b1bf733b8,TAZNAKHT,MOHAMED V - PLACE MED V V N BP: 175,+212585601134
2699372c-92a5-45af-a3e7-aa4def911ed1,ANNASR,ZAGORA - AVENUE MOHAMMED V,+212583302127
13a85dd3-172d-46f0-b300-1287e3f1caf1,OUALIDIA,LIBERTE - AVENUE DE LA LIBERTE,+212539741103
4d762b49-6aea-4acc-b304-94c952dbee26,SAADA,HASSAN II - Angle Bd Kennedy et Bd Hassan II (ex Bd C) 20250 Safi,+212515603216
1455e16b-5b99-4790-8391-4f12e49aca49,ANNASR,DEROUA - Lot N°2 bis lotissement Khadija,+212581874611
f1f7ad93-61f8-4e7c-a6ed-46c6bf2ef851,BIADA,"ZAOUIA - Quartier sidi Ouassel, Safi 46000",+212521012843
d8c4bc63-7c4b-4faf-be17-2c90bccd6bab,LALLA ZAHRA,LIGUE ARABE - 7 Avenue Mohammed VI 24000 EL JADIDA,+212501684273
8075f426-a911-40b6-b390-f350a569869c,SIDI OUASSEL,AZEMMOUR - Bd Zerktouni Azemour,+212580720567
a1244997-3ca6-426c-a629-b26769531311,SAADA,"SIDI RAHAL PLAGE - Sidi Rahal, Chatii n° 31 et 32",+212522814822
f9dfb19c-255d-4bfb-a3af-85a454306528,ZAOUIA,IBN BATTOUTA - Avenue Ibn Battouta qurtier Bled El Jed Safi,+212587279420
b37b11b6-1f1b-4a76-b3fa-5e7c05b4bc7f,MOKHTAR SOUSSI (MRE),TATA - BD MOHAMMED V,+212565583383
c6f80ea1-fc0a-4705-8a98-1ba7d8c63c70,NASSIM,BEN AHMED - BOULEVARD MOULAY ABDELLAH,+212514382667
86ea7bba-0d22-46bc-8bbc-e2269d5aaa87,ANNASR,"OUALIDIA - NAHJ HASSANI II, OUALIDIA",+212521109419
5955ec7b-375a-44c4-9288-2532952498ae,ESSALAM,"MEDINA - 2, rue Ben Simon place Moulay El Hassan 24000 EL Jadida",+212516110419
540ac504-9a59-45ed-b497-7dd28c4803c8,BIADA,BIR JDID - ROUTE PRINCIPALE CENTRE BIR JDID,+212576636308
916f9856-3d07-47dd-b1f2-10ed67bb239b,TAZNAKHT,EL BROUJ - BOULEVARD MOHAMMED V,+212549644213
d6f5f500-cd56-417f-8d0f-4e8f1a46ae1d,HASSAN 1er,TISSIR - Bd Hassan II lotissement Halima lot N° 1 Berrechid,+212503979955
2ed69ba7-521e-4274-9af8-10cae234585d,OUMI RABII,"MIFTAH EL KHEIR - Bd, Fkih Haskouri route Had Hrara Safi",+212517392196
5201c3fc-d4e4-4175-8e26-ab41a1615f78,ESSAFAA,HAD OULAD FREJ - ROUTE SECONDAIRE N° 105 24300 H.OULED FREJ,+212561335004
ff09674f-a91b-4098-b2ea-2047d2040a02,BEN AHMED,"MIFTAH EL KHEIR - Bd, Fkih Haskouri route Had Hrara Safi",+212583356024
a4424912-3fcb-40f6-b179-e6c5e534f054,LIGUE ARABE,"MEDINA - 2, rue Ben Simon place Moulay El Hassan 24000 EL Jadida",+212578655922
4cc97b34-1090-4512-9a64-d2a8e1f6ec86,BOUCHRIT,BIR JDID - ROUTE PRINCIPALE CENTRE BIR JDID,+212558760620
cf62345c-bfec-4527-8b7f-6045efd085a8,TAZNAKHT,"OUALIDIA - NAHJ HASSANI II, OUALIDIA",+212537909463
ef1f3015-3e3b-449c-85e9-378e6df9c7eb,SEBT GZOULA,IBN KHALDOUNE - 7 AV. HASSAN II & RUE IBN KHALD,+212559690035
d72315a9-3b0d-4b47-b75c-831bcbb9369b,L.HNIA HAMRIA,BOUCHRIT - ANG BD ZERKTOUNI & RUE PASTEUR 24000 EL JADIDA,+212514337972
646cc706-e664-4c35-8476-496abcfc7382,NASSIM,SEBT GZOULA - ROUTE KHEMIS N’GA SEBT GZOULA,+212566568066
cf09d24f-99c4-4853-b414-f36e7827a283,HAD SOUALEM,TAZNAKHT - CENTRE DE TAZNAKHT,+212584312775
b226b265-41c1-44fa-8efe-16bd5fe26c45,ESSAFAA,R’BAT - PLACE DE L’INDEPENDANCE,+212598634089
3dac1d35-740f-4fad-97ad-abf76c9ca775,OULAD TEIMA,OUMI RABII - Boulevard Mohamed V N° 230 Azemmour 241000,+212592408763
1a6c1da8-2a21-4295-906b-b68850253890,IBN BATTOUTA,IBN BATTOUTA - Avenue Ibn Battouta qurtier Bled El Jed Safi,+212509054424
08307a02-4cfe-4d33-9130-5c8e924c0d84,LALLA ZAHRA,HAD OULAD FREJ - ROUTE SECONDAIRE N° 105 24300 H.OULED FREJ,+212510264583
9fa808ee-7270-40dc-94ff-946357251351,SIDI RAHAL PLAGE,TISSIR - Bd Hassan II lotissement Halima lot N° 1 Berrechid,+212546587816
8fe71cb9-e256-4522-b0c0-3d944a41039e,IBN KHALDOUNE,BOUCHRIT - ANG BD ZERKTOUNI & RUE PASTEUR 24000 EL JADIDA,+212567851821
11e53b2e-03b1-4853-aa12-b85286aefbdb,LIGUE ARABE,L.HNIA HAMRIA - BD DRISS BEN NACER,+212511048746
92514663-5802-4386-8122-29d42c2de981,BEN AHMED,EL BROUJ - BOULEVARD MOHAMMED V,+212555688665
14c4c54e-30ee-4533-9de1-cd9d6acfbbf7,OUALIDIA,DEROUA - Lot N°2 bis lotissement Khadija,+212533651603
5c6baec0-5b7e-46ac-9491-c58776ae867b,LIBERTE,BIR JDID - ROUTE PRINCIPALE CENTRE BIR JDID,+212554460178
46f6b0ff-94d4-43b1-96bb-aa78a661ca60,ESSALAM,"ZAOUIA - Quartier sidi Ouassel, Safi 46000",+212592277645
67582b07-d169-4da5-957f-42d6c4e04ded,OULED ABBOU,TATA - BD MOHAMMED V,+212559716024
1caac899-c938-4f3b-ac1e-4e296ae99e48,M HAITA,LALLA ZAHRA - Angle Avenue Echouhada et rue Churchil El Jadida,+212525370540
5349392f-0a31-4029-88b6-35d2b9ca2f87,SIDI OUASSEL,"NASSIM - Bd, El Alaouiyines, 33 lot Nassim III El Jadida",+212515152078
d82fa678-b6d4-4095-8b9e-c90021833e13,IBN KHALDOUNE,TAZNAKHT - CENTRE DE TAZNAKHT,+212514256802
abd51943-2098-4fbd-b9a5-58cb1734f0ae,LIGUE ARABE,"MOULAY DRISS 1er - 26, boulevard Kennedy, Safi",+212517583798
a1cbe6d9-7d5b-47b4-bda8-8451bd9dbc2d,MOHAMED V,TISSIR - Bd Hassan II lotissement Halima lot N° 1 Berrechid,+212507261630
1f84569f-600d-42dd-bbfc-9f90004884ef,BERRECHID,"OULAD SAID - Lotissement El Kheir, Lot n° 36 – Oulad Said Centre – Route secondaire n°105 – Province de Settat",+212594923093
9919cc6e-a93c-46a2-9b66-fc5173fa9387,HASSAN 1er,BOUCHRIT - ANG BD ZERKTOUNI & RUE PASTEUR 24000 EL JADIDA,+212517130024
3a6a263c-3b97-4aa8-84b6-c6f9e6b6ac84,MOHAMED V,"SAADA - Zankat Charif Idrissi Quartier saƒda, EL JADIDA",+212590565526
b0ac16a5-6474-46cc-8b5a-c46a7b3c81c3,TAZNAKHT,LIGUE ARABE - 7 Avenue Mohammed VI 24000 EL JADIDA,+212553008561
a52fa432-68cd-4ca7-84f8-902198a9131e,TINGHIR,R’BAT - PLACE DE L’INDEPENDANCE,+212556924074
47ed4a01-903e-41ee-8e83-3070ac43fbd6,SEBT GZOULA,LIGUE ARABE - 7 Avenue Mohammed VI 24000 EL JADIDA,+212564275035
cf1ce8b3-7e35-49bc-95c0-147738610796,ZAGORA,JEMAA SHAIM - ROUTE DE CASABLANCA JEMAA SHAIM,+212514365958
6ce14c26-5433-4c2f-89fa-85bfe96cd36e,BIADA,DEROUA - Lot N°2 bis lotissement Khadija,+212525754478
d5328c45-1734-4a4f-adcb-32100eec2e84,LALLA ZAHRA,ESSAFAA - 6 BOULEVARD MOHAMED V EL JADIDA,+212506491346
97bc6d16-b209-446b-8d25-12eaa4ee8381,KHEMIS ZEMAMRA,"NASSIM - Bd, El Alaouiyines, 33 lot Nassim III El Jadida",+212566854117
1d519acc-afb2-406d-b878-993f4fe6c70d,SAADA,ESSAFAA - 6 BOULEVARD MOHAMED V EL JADIDA,+212531893119
87445795-2a44-4e43-a771-2c685c407787,M HAITA,LIGUE ARABE - 7 Avenue Mohammed VI 24000 EL JADIDA,+212580023740
3f0536ed-ce92-41d0-b91c-25fd0e5b26e1,LIBERTE,"MEDINA - 2, rue Ben Simon place Moulay El Hassan 24000 EL Jadida",+212585186399
3d2b0ed0-1df4-4315-8be9-4e97e30482f7,BOUCHRIT,LALLA ZAHRA - Angle Avenue Echouhada et rue Churchil El Jadida,+212522015712
4fcac16d-b497-4137-8e2f-ba9a15ca91bd,IBN KHALDOUNE,HASSAN 1er - Lotissement Essadaouia route de Tafraoute Tiznit,+212582419220
5b1528d2-040f-45f8-ab59-179729ce06c1,SIDI OUASSEL,DEROUA - Lot N°2 bis lotissement Khadija,+212512344393
f436d212-4422-46b3-90ee-1b645993142d,OULED ABBOU,L.HNIA HAMRIA - BD DRISS BEN NACER,+212575970217
0a3dbd9c-7f4e-435a-806c-6add8adff5f3,JEMAA SHAIM,SIDI OUASSEL - ROUTE SIDI OUASSEL AVENUE BOUJDOUR SAFI,+212591172439
0f9f2a8e-0750-41f1-9134-79953ce43502,BIADA,BIR ANZARANE - Avenue Bir anzarane lotissement zone d’activité économique tranche 1 lot N°68 Youssou,+212598471726
a9c67eae-83f5-4c78-aa3d-801f22d763ea,BEN AHMED,HAD OULAD FREJ - ROUTE SECONDAIRE N° 105 24300 H.OULED FREJ,+212579576609
18651ba0-a96c-4940-92a9-697788240d35,OUALIDIA,BIR ANZARANE - Avenue Bir anzarane lotissement zone d’activité économique tranche 1 lot N°68 Youssou,+212521162400
476008bb-5a98-49f7-8ef0-ea7c4083417c,TINGHIR,"SAADA - Zankat Charif Idrissi Quartier saƒda, EL JADIDA",+212579546841
cc25ee9e-bfc9-486b-b646-a013372026f6,MEDINA,"ZAOUIA - Quartier sidi Ouassel, Safi 46000",+212515892366
4410d250-d9f3-4b27-87fa-b8ff02a66b98,TINGHIR,BIR ANZARANE - Avenue Bir anzarane lotissement zone d’activité économique tranche 1 lot N°68 Youssou,+212585859864
7dc27f48-c732-4168-b52d-e73667e264e0,ZAGORA,OULAD TEIMA - OULAD TEIMA CENTRE,+212502510988
0061778f-b985-4f54-a9ff-aeddfd4ced3b,AZEMMOUR,ANNASR - 64 Quartier Moulhia El Jadida 24000,+212508012919
ad262f7d-d3de-4f3d-8b20-a9041d69e5fa,ZAOUIA,LIGUE ARABE - 7 Avenue Mohammed VI 24000 EL JADIDA,+212525052105
d423fd98-2f92-467d-b8ab-c462328a8482,TISSIR,ESSAFAA - 6 BOULEVARD MOHAMED V EL JADIDA,+212556414011
d434c513-4ed4-4190-b253-552015a03b4e,SAADA,OUMI RABII - Boulevard Mohamed V N° 230 Azemmour 241000,+212511305182
b165fc58-ae65-4cbe-9dc7-7235c5992069,M HAITA,M HAITA (MRE) - ROUTE DE MARRAKECH,+212574827235
53559534-a32a-47b2-9181-8e4be23a372f,JAWHARA,HASSAN II - Angle Bd Kennedy et Bd Hassan II (ex Bd C) 20250 Safi,+212505415902
22506b45-b6dd-43c3-ab83-bcaa3c39eba1,LIGUE ARABE,LIBERTE - AVENUE DE LA LIBERTE,+212568394154
53d87c2f-b89d-4a49-8545-2f1c199d1eeb,L.HNIA HAMRIA,BIADA - Rue Atlas Quartier BIADA,+212508855926
2ea772bd-e9fb-4d2c-863c-7579a59cd675,SEBT GZOULA,"OUALIDIA - NAHJ HASSANI II, OUALIDIA",+212534737897
8308dda2-8900-4781-a822-7be597128b9d,LIBERTE,BEN AHMED - BOULEVARD MOULAY ABDELLAH,+212580063217
8b977154-c99d-40b7-bbac-11b9669f92c9,ESSALAM,SEBT GZOULA - ROUTE KHEMIS N’GA SEBT GZOULA,+212536696213
7768f40b-6a41-4d0d-aa53-39970224d550,HASSAN 1er,IBN KHALDOUNE - 7 AV. HASSAN II & RUE IBN KHALD,+212573512078
ce27d821-7595-476b-b1d0-49a8dd0c6cee,BIADA,KHEMIS ZEMAMRA - ROUTE DE TNINE GHARBIA 24200 KH.ZEMAMRA,+212565821342
eb97d51b-d594-4380-bacf-ef0488cfb3c1,SEBT GZOULA,TATA - BD MOHAMMED V,+212588634290
5319c4a7-8aaf-40b3-a463-fc06d2c1f475,EL BROUJ,BEN AHMED - BOULEVARD MOULAY ABDELLAH,+212581648171
b92536ae-3983-46a7-ba95-2ff88a3abae1,LIBERTE,"ZAOUIA - Quartier sidi Ouassel, Safi 46000",+212546179620
8e4ea2df-6b12-4ad8-a61e-0aaadba4f186,OUMI RABII,IBN BATTOUTA - Avenue Ibn Battouta qurtier Bled El Jed Safi,+212583305225
fece19de-5ca8-4781-800d-4b1665d4be38,IBN BATTOUTA,KHEMIS ZEMAMRA - ROUTE DE TNINE GHARBIA 24200 KH.ZEMAMRA,+212581611167
e7c8db90-c580-45f2-8cd6-a660735b46fb,SIDI OUASSEL,OULED ABBOU - Bd. Hassan II N° 12 Ouled Abbou,+212522431170
ca617ccc-4c17-4447-acd9-b72bd10d3bc4,HASSAN II,"ZAOUIA - Quartier sidi Ouassel, Safi 46000",+212587853429
7ff9a718-6a40-475f-b5db-4f679ee03715,LALLA ZAHRA,TATA - BD MOHAMMED V,+212502057317
ce6f1497-f731-49a0-a75a-f146ef46e39e,TAZNAKHT,BIADA - Rue Atlas Quartier BIADA,+212524670483
a1e091b1-9a42-496d-96ac-afa21712df42,BEN AHMED,LALLA ZAHRA - Angle Avenue Echouhada et rue Churchil El Jadida,+212566454992
db66ac62-52fe-43bd-b475-d2e408323541,TISSIR,TATA - BD MOHAMMED V,+212542690020
3af97bc9-c543-4743-96c1-ac62a1e4f918,M HAITA,"OULAD SAID - Lotissement El Kheir, Lot n° 36 – Oulad Said Centre – Route secondaire n°105 – Province de Settat",+212536892469
dbfd6488-b4ea-4909-a71f-aefa09765dd6,L.HNIA HAMRIA,L.HNIA HAMRIA - BD DRISS BEN NACER,+212595324432
47024c9e-9398-45b4-9490-fb28b032ba5e,ESSAFAA,"ZAOUIA - Quartier sidi Ouassel, Safi 46000",+212591982353
d4a3a2b5-51f4-4d79-9c34-ce83515f0871,LIGUE ARABE,ESSAFAA - 6 BOULEVARD MOHAMED V EL JADIDA,+212518968191
fa272b87-3afc-4371-afb8-35ad03a39f0a,HAD OULAD FREJ,OULED ABBOU - Bd. Hassan II N° 12 Ouled Abbou,+212561361081
696f0e9d-f409-4ad6-a94a-d30d3b4f738b,BIADA,"JAWHARA - 7, Dachra imm. 3 route de Marrakech Provinced’El Jadida",+212581884664
3c64cd64-e2ab-4db3-ab91-7c3285bd4531,OULAD TEIMA,"OUALIDIA - NAHJ HASSANI II, OUALIDIA",+212572025606
79c5bbf4-5e9a-4036-bd7b-05ca8c1ee045,L.HNIA HAMRIA,SIDI OUASSEL - ROUTE SIDI OUASSEL AVENUE BOUJDOUR SAFI,+212579296800
02c9d8b3-2f8d-4759-b944-13676372711f,BEN AHMED,HASSAN II - Angle Bd Kennedy et Bd Hassan II (ex Bd C) 20250 Safi,+212508320079
918f03c7-1e2c-436e-884e-d8280667fb31,MOHAMED V,JEMAA SHAIM - ROUTE DE CASABLANCA JEMAA SHAIM,+212561748634
e0c56a3d-69ba-4c8f-9862-ca93350d867e,LIGUE ARABE,BIADA - Rue Atlas Quartier BIADA,+212531937630
9e8fba7b-c6f3-4c5a-a9f9-295c180fd583,ANNASR,IBN BATTOUTA - Avenue Ibn Battouta qurtier Bled El Jed Safi,+212561614536
c29b62ab-6217-4038-b8b0-762631663b99,MOKHTAR SOUSSI (MRE),"MOULAY DRISS 1er - 26, boulevard Kennedy, Safi",+212519849306
a7d20ebc-9c87-44bb-bae0-ad218e8c4d9a,SAADA,LALLA ZAHRA - Angle Avenue Echouhada et rue Churchil El Jadida,+212509217334
66c0c1d3-3ea4-48c5-acba-dec3ccddd1dc,AZEMMOUR,"SAADA - Zankat Charif Idrissi Quartier saƒda, EL JADIDA",+212529302918
80c88989-1193-4148-8d53-b078bff3d591,BIADA,SIDI OUASSEL - ROUTE SIDI OUASSEL AVENUE BOUJDOUR SAFI,+212519620042
74b5277d-337e-4b57-b4a4-79af6e951f8a,BIR ANZARANE,LALLA ZAHRA - Angle Avenue Echouhada et rue Churchil El Jadida,+212517613305
a526714a-2f88-4567-b259-030928e486ed,M HAITA,"MIFTAH EL KHEIR - Bd, Fkih Haskouri route Had Hrara Safi",+212510543174
deb81724-351a-42aa-a50c-5b085c89f6e5,SIDI OUASSEL,M HAITA (MRE) - ROUTE DE MARRAKECH,+212542713712
c7a0d82d-a73d-496f-a5fc-2639918122e0,ZAGORA,BIADA - Rue Atlas Quartier BIADA,+212559834106
da43d69d-c5e8-449d-9739-67397c91d12f,ESSALAM,SIDI OUASSEL - ROUTE SIDI OUASSEL AVENUE BOUJDOUR SAFI,+212534894751
88b69951-300e-424d-a092-9ae92920d109,NASSIM,HAD SOUALEM - ROUTE EL JADIDA LOT SAHEL .LOT 209.,+212578411466
9903a313-d5aa-4683-b08e-356e2a8ab4b4,BEN AHMED,AZEMMOUR - Bd Zerktouni Azemour,+212513407461
629e111d-6e56-48b6-aeb3-8062fd00939a,SAADA,LIGUE ARABE - 7 Avenue Mohammed VI 24000 EL JADIDA,+212565776601
ab2ee6f4-20fd-491c-9c2c-05ce6c190681,ANNASR,ESSAFAA - 6 BOULEVARD MOHAMED V EL JADIDA,+212567402618
de5c22ac-eab1-4a14-b761-812c4eba9ab6,HASSAN 1er,"SIDI RAHAL PLAGE - Sidi Rahal, Chatii n° 31 et 32",+212586617138
12d8de07-8794-471d-b75d-42f4517f3664,SAADA,BOUCHRIT - ANG BD ZERKTOUNI & RUE PASTEUR 24000 EL JADIDA,+212540123307
2d28bd20-e283-4a1f-a8bc-53c469040f9e,ESSAFAA,TATA - BD MOHAMMED V,+212515993495
9c5a2dac-bb56-4e65-9e1d-999f19761786,R’BAT,LALLA ZAHRA - Angle Avenue Echouhada et rue Churchil El Jadida,+212573890063
083113e9-716f-4840-b7b4-d0bad8bcedce,L.HNIA HAMRIA,"ZAOUIA - Quartier sidi Ouassel, Safi 46000",+212549706735
877727d7-c9b4-4f83-9388-245d2b5f9719,HAD OULAD FREJ,HAD SOUALEM - ROUTE EL JADIDA LOT SAHEL .LOT 209.,+212509374817
69fcd855-786c-41cf-99b1-a96be6fc10d3,M HAITA,"SIDI RAHAL PLAGE - Sidi Rahal, Chatii n° 31 et 32",+212569101931
6d4bac30-46cb-49a2-8442-7d9aaa84ba99,OULAD SAID,TATA - BD MOHAMMED V,+212578924638
d894dec5-679c-4301-b4e9-8d5ce5085157,BEN AHMED,SIDI OUASSEL - ROUTE SIDI OUASSEL AVENUE BOUJDOUR SAFI,+212509520509
984fbfd2-7851-499a-a55c-2fb7040a5fdc,OULAD TEIMA,OULAD TEIMA - OULAD TEIMA CENTRE,+212538046816
c3fe039e-222f-48b7-b6a9-5d5273f92aa5,BIADA,OULAD TEIMA - OULAD TEIMA CENTRE,+212560401949
360a9bc3-4928-4190-be39-a946ac20e217,AZEMMOUR,AZEMMOUR - Bd Zerktouni Azemour,+212536523300
684598a4-8546-44ed-ab94-fa0fcd50d80a,BIR JDID,OUMI RABII - Boulevard Mohamed V N° 230 Azemmour 241000,+212585985087
3648f4a7-7a45-4ffe-b6de-358c494dcc86,OULED ABBOU,ESSAFAA - 6 BOULEVARD MOHAMED V EL JADIDA,+212513829897
3dc99947-d07c-4a14-ab9d-e455171b32f8,BIR JDID,ESSAFAA - 6 BOULEVARD MOHAMED V EL JADIDA,+212533812105
335bd69a-3195-4438-a2f6-1839e78bad3e,TINGHIR,HASSAN 1er - Lotissement Essadaouia route de Tafraoute Tiznit,+212552116487
3710247b-2d6a-4c18-bc42-7d498025dc2a,MIFTAH EL KHEIR,HAD SOUALEM - ROUTE EL JADIDA LOT SAHEL .LOT 209.,+212566255138
6e953587-fee3-457c-8428-0afa6badcbf0,BIR ANZARANE,HAD SOUALEM - ROUTE EL JADIDA LOT SAHEL .LOT 209.,+212594872543
0fe07b36-2fc8-4d0e-aae8-8c7066b55ab4,SEBT GZOULA,"SAADA - Zankat Charif Idrissi Quartier saƒda, EL JADIDA",+212597784806
b865547e-b346-4e51-8bdb-7e86e032f20a,OUALIDIA,"MIFTAH EL KHEIR - Bd, Fkih Haskouri route Had Hrara Safi",+212577195057
39e57c08-8bac-46e8-8310-c70175e7b0c4,DEROUA,HAD SOUALEM - ROUTE EL JADIDA LOT SAHEL .LOT 209.,+212502768044
3d6c6f8a-90ae-428f-80bf-cda1ed2503cb,IBN BATTOUTA,TAZNAKHT - CENTRE DE TAZNAKHT,+212525199428
56d2ef1e-6b90-45d9-b6ff-bca30e766c50,HAD OULAD FREJ,"MEDINA - 2, rue Ben Simon place Moulay El Hassan 24000 EL Jadida",+212593067762
af3491f1-14c8-4283-a4c5-f09e1fb7d6bf,KHEMIS ZEMAMRA,ESSAFAA - 6 BOULEVARD MOHAMED V EL JADIDA,+212527527591
38e8a538-5dd2-47d8-9f09-6b85de485b3b,SIDI OUASSEL,OUMI RABII - Boulevard Mohamed V N° 230 Azemmour 241000,+212505024504
093c8cf0-7205-4763-9224-3ea663add1c7,BERRECHID,TINGHIR - BD.MOHAMMED V,+212519121267
a8d57a8e-baea-4c0f-a254-f2230e51f965,HAD OULAD FREJ,HASSAN 1er - Lotissement Essadaouia route de Tafraoute Tiznit,+212578110830
8807d327-686c-4bd6-a15e-a9d08ac37d80,OULAD TEIMA,"JAWHARA - 7, Dachra imm. 3 route de Marrakech Provinced’El Jadida",+212521206987
a368c54b-5b56-47ae-902b-6ed20a5ae9d7,LIGUE ARABE,IBN BATTOUTA - Avenue Ibn Battouta qurtier Bled El Jed Safi,+212526121795
d6b93ac4-0e7c-40ce-a64b-4d7ae200a197,TINGHIR,LIGUE ARABE - 7 Avenue Mohammed VI 24000 EL JADIDA,+212537233996
69975db3-42a8-4e62-83fc-ae2cdda2974b,IBN KHALDOUNE,"MOULAY DRISS 1er - 26, boulevard Kennedy, Safi",+212501094236
339e7b3f-9146-46c0-b82d-eee6accb473e,TINGHIR,BIR ANZARANE - Avenue Bir anzarane lotissement zone d’activité économique tranche 1 lot N°68 Youssou,+212550362881
3e9d8a9a-a00c-47e7-a9ab-ff504a453a4e,BERRECHID,SIDI OUASSEL - ROUTE SIDI OUASSEL AVENUE BOUJDOUR SAFI,+212586427752
08beb8a4-5974-4b53-860c-5fa60d5289c4,TISSIR,BIR JDID - ROUTE PRINCIPALE CENTRE BIR JDID,+212584606962
cf852462-7b0e-43dc-b1de-2094f130102a,LALLA ZAHRA,OUMI RABII - Boulevard Mohamed V N° 230 Azemmour 241000,+212578682651
1669f9c6-311a-43db-9db4-b543fb284492,OULED ABBOU,BEN AHMED - BOULEVARD MOULAY ABDELLAH,+212504308786
1ae8013d-95b3-45eb-8788-8b787c76f85a,TAZNAKHT,BIADA - Rue Atlas Quartier BIADA,+212501954609
fbdfb14b-26d7-46d7-9ae5-7a5e596b3384,BEN AHMED,"SIDI RAHAL PLAGE - Sidi Rahal, Chatii n° 31 et 32",+212522122623
ed54d284-0757-43d1-a49f-91fd9baf943d,TISSIR,BEN AHMED - BOULEVARD MOULAY ABDELLAH,+212592574416
1dabb6ef-76fb-47fe-acb1-25bf871dcf09,TATA,EL BROUJ - BOULEVARD MOHAMMED V,+212538523671
ca13c42d-ff1b-471b-a0c8-8c9ce7970a30,OULAD SAID,OULAD TEIMA - OULAD TEIMA CENTRE,+212582343510
8a367c8e-abb3-4442-8103-445720795b68,SEBT GZOULA,OULAD TEIMA - OULAD TEIMA CENTRE,+212519718544
5bcb1f76-140d-4df9-a03b-3bd438cd38c3,ANNASR,"MIFTAH EL KHEIR - Bd, Fkih Haskouri route Had Hrara Safi",+212585419138
bb2c9f47-cead-4f04-9ed0-4c9a4d1727d0,ZAGORA,ZAGORA - AVENUE MOHAMMED V,+212527544710
05fc1c6c-b097-4f81-b930-fea632b15525,NASSIM,TATA - BD MOHAMMED V,+212551298771
7f70dd9c-618c-49f6-9979-cc3d6e2782ca,NASSIM,LIBERTE - AVENUE DE LA LIBERTE,+212570042970
49f2d903-2ea0-43ed-8444-819fb33aa8dc,HASSAN 1er,OUMI RABII - Boulevard Mohamed V N° 230 Azemmour 241000,+212519754734
7ab6d5c2-d5ed-43f5-9d14-b23fd17f0814,SEBT GZOULA,TINGHIR - BD.MOHAMMED V,+212530872274
668a755f-df8a-4b06-8945-f7019fb962a9,JEMAA SHAIM,"OULAD SAID - Lotissement El Kheir, Lot n° 36 – Oulad Said Centre – Route secondaire n°105 – Province de Settat",+212523006744
3ba2fd87-8292-47a1-804e-e3557c0f445c,JAWHARA,LIBERTE - AVENUE DE LA LIBERTE,+212596943543
11cfd089-9c5f-4a9d-ad99-6e39eeca19dd,ESSAFAA,AZEMMOUR - Bd Zerktouni Azemour,+212585892225
7fc1f516-2671-44ce-897e-02f6221b9641,LIBERTE,BEN AHMED - BOULEVARD MOULAY ABDELLAH,+212545539757
db6a4de1-a4bf-40a1-bdb8-cff4e88fc56f,BIR JDID,TISSIR - Bd Hassan II lotissement Halima lot N° 1 Berrechid,+212592272822
14ad1b32-a325-49ba-ad0a-e4427dc587b4,LIBERTE,AZEMMOUR - Bd Zerktouni Azemour,+212593143288
f1a14193-1cf3-4a38-834e-5fe63faad941,BIR JDID,"MIFTAH EL KHEIR - Bd, Fkih Haskouri route Had Hrara Safi",+212508248912
2a2e31d5-9e8e-47d9-8e85-273beb555a68,BOUCHRIT,"SAADA - Zankat Charif Idrissi Quartier saƒda, EL JADIDA",+212561732690
c74d7203-7913-44c5-b229-73c60ead650a,HAD SOUALEM,LIGUE ARABE - 7 Avenue Mohammed VI 24000 EL JADIDA,+212504531187
50c336c7-5f7c-4aab-a6cb-d9e5a8bb8de4,OULED ABBOU,AZEMMOUR - Bd Zerktouni Azemour,+212567525963
bdb49946-32be-43d6-abd2-ea8e51b7a2c3,AZEMMOUR,OULED ABBOU - Bd. Hassan II N° 12 Ouled Abbou,+212596521095
beb17459-841f-42ee-9ab6-290904a2069b,TAZNAKHT,BIADA - Rue Atlas Quartier BIADA,+212597378112
fd570fbe-9f52-4fac-9728-f05d2d4e0886,BIR ANZARANE,OUMI RABII - Boulevard Mohamed V N° 230 Azemmour 241000,+212531405483
7a09e97f-0748-415e-bb0b-1699b9756570,EL BROUJ,ESSAFAA - 6 BOULEVARD MOHAMED V EL JADIDA,+212579717812
edb5311f-50e1-4f0b-8784-028475aa8efa,BIADA,"OUALIDIA - NAHJ HASSANI II, OUALIDIA",+212572232828
cd4d5dae-a67a-44b3-bd5f-4b554bda5943,TATA,OULAD TEIMA - OULAD TEIMA CENTRE,+212579012094
7446059a-65de-4f93-9c4b-60938f2a18b5,IBN KHALDOUNE,BOUCHRIT - ANG BD ZERKTOUNI & RUE PASTEUR 24000 EL JADIDA,+212508652774
4ebdd291-dc14-4993-8e24-abaaf4c9121c,OULAD SAID,KHEMIS ZEMAMRA - ROUTE DE TNINE GHARBIA 24200 KH.ZEMAMRA,+212586857834
3e527e8a-08d4-475b-ba20-cc98593227eb,HAD SOUALEM,DEROUA - Lot N°2 bis lotissement Khadija,+212588423334
27c664ec-8001-4771-a330-91be964080a1,IBN KHALDOUNE,"OUALIDIA - NAHJ HASSANI II, OUALIDIA",+212509329479
